sentence_id,original_text,original_label,gpt54mini_translation,translator,consensus_label,gemini_translation,claude_translation
131,"Malaysia’s health ministry called on Thursday for mass gatherings to be postponed after at least 12 coronavirus cases were linked to a three-day religious event in the capital attended by some 10,000 people from several countries.",Non-biased,دعت وزارة الصحة الماليزية يوم الخميس إلى تأجيل التجمعات الجماهيرية بعد ربط ما لا يقل عن 12 حالة إصابة بفيروس كورونا بفعالية دينية استمرت ثلاثة أيام في العاصمة حضرها نحو 10 آلاف شخص من عدة دول.,gpt,Non-biased,,
132,"Russia’s central bank suspended gold purchases on the domestic market from April 1, without giving a reason. However, analysts have suggested it is focusing on foreign currency sales to support the rouble, which has fallen in line with lower oil prices as the virus spread.",Non-biased,علّق البنك المركزي الروسي شراء الذهب في السوق المحلية اعتبارًا من 1 أبريل، من دون أن يذكر سببًا. ومع ذلك، اقترح محللون أنه يركّز على بيع العملات الأجنبية لدعم الروبل، الذي تراجع تماشيًا مع انخفاض أسعار النفط مع انتشار الفيروس.,gpt,Non-biased,,
133,The specter of “abortion regret” has been used by lawmakers and judges alike to impose or uphold rules making it harder for people to get abortions.,Biased,لقد استُخدم شبح «الندم على الإجهاض» من قبل المشرعين والقضاة على حد سواء لفرض أو الإبقاء على قواعد تجعل من الصعب على الناس الحصول على عمليات إجهاض.,gpt,Biased,,
134,Federal prosecutors charged a 26-year-old U.S. Army veteran who they say expressed support for the Islamic State with plotting to bomb a local white nationalists rally.,Non-biased,وجه المدعون الفيدراليون اتهامًا إلى أحد قدامى المحاربين في الجيش الأمريكي يبلغ من العمر 26 عامًا، قالوا إنه عبّر عن دعمه لتنظيم الدولة الإسلامية، بالتآمر لتفجير تجمع محلي للقوميين البيض.,gpt,Non-biased,,
135,"More than 1 in 4 black households report they sometimes miss or are late on their debt payments, compared with approximately 1 in 7 white households. ",Non-biased,أكثر من 1 من كل 4 أسر سوداء تفيد بأنها أحيانًا تفوّت أو تتأخر في سداد ديونها، مقارنةً بحوالي 1 من كل 7 أسر بيضاء.,gpt,Non-biased,,
136,King went on to defend his tweet with a number of confused and contradictory statements.,Biased,واصل كينغ الدفاع عن تغريدته بعدد من التصريحات المربكة والمتناقضة.,gpt,Biased,,
138,"Nearly 60 percent of Americans now support the marginal tax rate program Ocasio-Cortez has proposed uncluding a remarkable 45 percent of Republicans, despite all the work right-wing media has done to demonize Ocasio-Cortez and anything related to her.",Biased,يدعم الآن ما يقرب من 60 في المئة من الأمريكيين برنامج معدل الضريبة الهامشي الذي اقترحته أوكاسيو-كورتيز، بما في ذلك نسبة ملحوظة تبلغ 45 في المئة من الجمهوريين، رغم كل الجهود التي بذلتها وسائل الإعلام اليمينية لتشويه أوكاسيو-كورتيز وكل ما يتعلق بها.,gpt,Biased,,
139,"In an apparent attempt to divert attention from a lacklustre White House effort to counter the COVID-19 pandemic and a tone-deaf approach to racial injustice, President Donald Trump has entered into another of his many quagmires where he seems to have spoken first and contemplated later.",Biased,في محاولةٍ واضحة لتحويل الانتباه عن جهدٍ باهتٍ للبيت الأبيض لمواجهة جائحة كوفيد-19 وعن نهجٍ يفتقر إلى الحساسية تجاه الظلم العنصري، دخل الرئيس دونالد ترامب في مستنقعٍ آخر من مستنقعاته العديدة، حيث يبدو أنه تحدث أولًا وفكر لاحقًا.,gpt,Biased,,
140,"When it comes to the Green New Deal blueprint to address the climate crisis, Republicans generally like to pretend it calls for the elimination of hamburgers.",Biased,عندما يتعلق الأمر بالمخطط العام للصفقة الخضراء الجديدة لمعالجة أزمة المناخ، يميل الجمهوريون عمومًا إلى التظاهر بأنه يدعو إلى القضاء على الهامبرغر.,gpt,Biased,,
141,"Everywhere he went on Monday, Trump was greeted by thousands of cheering Indian citizens, troops of traditional dancers and roadways lined with posters and billboards celebrating his visit.",Biased,في كل مكان ذهب إليه يوم الاثنين، استُقبل ترامب بآلاف المواطنين الهنود المبتهجين، وبفرق من الراقصين التقليديين، وعلى جوانب الطرق لافتات ولوحات إعلانية تحتفي بزيارته.,gpt,Biased,,
142,"For some years now, conservative and libertarian education policy experts have warned against voucher systems in favor, instead, of tax-credit scholarships and education savings accounts, which are less likely to drag the regulations and mandates of government schools into the private arena.",Biased,على مدى بعض السنوات الآن، حذّر خبراء سياسات التعليم المحافظون والليبرتاريون من أنظمة القسائم، وفضّلوا بدلًا من ذلك المنح الدراسية القائمة على الائتمان الضريبي وحسابات الادخار التعليمي، التي تقلّ احتمالات أن تجلب لوائح واشتراطات المدارس الحكومية إلى المجال الخاص.,gpt,Biased,,
143,LGBTQ health experts said Always's decision to remove the female signs from its products is an ostensibly small change that may have significant consequences for trans and nonbinary people.,Non-biased,قال خبراء صحة مجتمع الميم إن قرار شركة «أولويز» إزالة العلامات الأنثوية من منتجاتها هو تغيير يبدو صغيرًا ظاهريًا، لكنه قد تكون له عواقب كبيرة على الأشخاص المتحولين وغير الثنائيين.,gpt,Non-biased,,
